Case_Type,Case_Num,State_Case_Num,Rec_Local_Office,Rec_State_Office,Rec_Regional_Office,Last_Sig_Event,Last_Event_Date,Region_ID,Work_State,OCC_Code,OCC_Title,Num_Aliens,Salary,Unit_of_Pay,Prevail_Wage,Unit_of_Pay_Prev,Emp_Name,Emp_City,Emp_State,Contact_Last,Contact_First,Att_Firm_Name,Att_Last,Att_First,Att_City,Att_State
"TEMP","09596050",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",1,6.3900,"H",6.3100,"H","TONY KLENAKIS","FALLON","NV","KLENAKIS","TONY","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596085",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",1,6.3900,"H",6.3100,"H","DAVID WOLOCHUK","GLENDALE","AZ","WOLOCHUK","DAVID","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596067",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",4,6.3900,"H",6.3100,"H","LINDA OSBORNE","PHOENIX","AZ","OSBORNE","LINDA","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596069",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",3,6.3900,"H",6.3100,"H","TIM PADILLA","PHOENIX","AZ","PADILLA","TIM","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596070",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",1,6.3900,"H",6.3100,"H","LINDA PARKER","PHOENIX","AZ","PARKER","LINDA","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596071",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",4,6.3900,"H",6.3100,"H","MOLLY PEARSON","PHOENIX","AZ","PEARSON","MOLLY","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596072",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",2,6.3900,"H",6.3100,"H","STEVE PIERCE","PRESCOTT","AZ","PIERCE","STEVE","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596073",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",1,6.3900,"H",6.3100,"H","GENE PRENDERGAST","WILCOX","AZ","PRENDERGAST","GENE","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596074",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",1,6.3900,"H",6.3100,"H","DALE RAY","PHOENIX","AZ","RAY","DALE","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596096","200202","11/15/04 00:00:00","11/15/04 00:00:00","12/21/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"CA","999.274-021","Photographers",1,16.0000,"H",15.2700,"H","MAMMOTH MOMENTS PHOTOGRAPHY, INC.","MAMMOTH LAKES","CA","GARDINER","SCOTT","HUMBERTO R. GRAY, A PROFESSIONAL LAW CORP","GRAY","HUMBERTO","LOS ANGELES","CA"
"TEMP","09596020",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",2,6.3900,"H",6.3100,"H","RALPH W. ANDERSEN","GLENDALE","AZ","ANDERSEN","RALPH","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596086",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",2,6.3900,"H",6.3100,"H","JON ZIMMERMAN","PHOENIX","AZ","ZIMMERMAN","JON","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596066",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",1,6.3900,"H",6.3100,"H","MANNY  ORTIZ","PHOENIX","AZ","ORTIZ","MANNY","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596084",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",4,6.3900,"H",6.3100,"H","DAVE WILLIAMS","PRESCOTT VALLEY","AZ","WILLIAMS","DAVE","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596083",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",2,6.3900,"H",6.3100,"H"," LARRY WELLS","PHOENIX","AZ","WELLS","LARRY","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596082",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",2,6.3900,"H",6.3100,"H","GLEN S. WASSON","PHOENIX","AZ","WASSON","GLEN","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596081",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",2,6.3900,"H",6.3100,"H","DAVID  VAN  WINKLE","PHOENIX","AZ","WINKLE","DAVID VAN","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596080",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",2,6.3900,"H",6.3100,"H","MARK VALDEZ","TUCSON","AZ","VALDEZ","MARK","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596079",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",2,6.3900,"H",6.3100,"H","AMALIO R. TREJO","PHOENIX","AZ","TREJO","AMALIO","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596078",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",1,6.3900,"H",6.3100,"H","JOE TOYE","YAKIMA","WA","TOYE","JOE","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596077",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",1,6.3900,"H",6.3100,"H","LYNDA TANNER","PHOENIX","AZ","TANNER","LYNDA","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596076",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",3,6.3900,"H",6.3100,"H","DENNIS   SOWERS","PHOENIX","AZ","SOWERS","DENNIS","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596095","0411061","11/17/04 00:00:00","11/17/04 00:00:00","12/21/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","999.537-061","Cleaners of Vehicles and Equipment",4,7.0000,"H",6.1000,"H","BARGAIN BROTHERS INC DBA CRAZY FRED TRUCK STOP","KINGMAN","AZ","MAY","JANICE","U.S. LAW CENTER","SOBTI","SANJAY","CORONA","CA"
"TEMP","09596058",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",6,6.3900,"H",6.3100,"H","DAN MCFARLANE","GLENDALE","AZ","MCFARLANE","DAN","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596017",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",1,6.3900,"H",6.3100,"H","JERRY ALLRED","MESA","AZ","ALLRED","JERRY","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596018",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",1,6.3900,"H",6.3100,"H","JOHN ALLRED","GILBERT","AZ","ALLRED","JOHN","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596019",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",2,6.3900,"H",6.3100,"H","DARRELL E. ALVEY","PHOENIX","AZ","  ALVEY","DARRELL","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596068",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",5,6.3900,"H",6.3100,"H","KORY OWENS","PEORIA","AZ","OWENS","KORY","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596060",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",2,6.3900,"H",6.3100,"H","JOSE LUIS MARQUEZ","PHOENIX","AZ","MARQUEZ","JOSE LUIS","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596059",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",5,6.3900,"H",6.3100,"H","ROBERT MCKEE","YARNELL","AZ","MCKEE","ROBERT","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596061",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",6,6.3900,"H",6.3100,"H","DON MILLS","GLENDALE","AZ","MILLS","DON","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09595990","200368","11/17/04 00:00:00","11/17/04 00:00:00","12/08/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"CA","999.373-011","Landscaping and Groundskeeping Workers",20,7.5700,"H",7.8400,"H","DMB/HIGHLANDS GROUP","TRUCKEE","CA","STEWART","CHARLOTTE","FEDERATION OF EMPLOYERS & WORKERS OF AMERICA","ROMERO","RITA","BAY CITY","TX"
"TEMP","09596062",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",1,6.3900,"H",6.3100,"H","DAVID MORSE","PEORIA","AZ","MORSE","DAVID","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596063",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",3,6.3900,"H",6.3100,"H","SARINA OBERGFELL","PHOENIX","AZ","OBERGFELL","SARINA","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596064",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",4,6.3900,"H",6.3100,"H","CESARIO  OLIVAS","PHOENIX","AZ","OLIVAS","CESARIO","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","09596065",,"11/17/04 00:00:00","11/17/04 00:00:00","12/16/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",9,"AZ","410.674-022","Stable Attendant",3,6.3900,"H",6.3100,"H","DOUG OLIVER","PHOENIX","AZ","OLIVER","DOUG","ARIZONA HORSEMEN'S BENEVOLENT & PROTECTIVE ASSOC.","OSBORNE","LINDA","PHOENIX","AZ"
"TEMP","02512601","20040084550","10/27/04 00:00:00","10/27/04 00:00:00","12/09/04 00:00:00","Denied, Temporary","01/14/05 00:00:00",2,"NY","361.684-010","Launderer, Hand",25,6.9400,"H",7.2900,"H","WARRENSBURG LAUNDRY","WARRENSBURG","NY","MINEO","DAVID","INTERNATIONAL LABOR MGMT CORP","EURY","STAN","VASS","NC"
"TEMP","02513043","200411030040","11/03/04 00:00:00","11/03/04 00:00:00","01/04/05 00:00:00","Denied, Temporary","01/14/05 00:00:00",2,"NJ","405.684-014","Horticultural Worker I",1,14.4800,"H",30118.4000,"H","FREDAS LANDSCAPING","EWING","NJ","FREDA","RUSSELL","PRINCETON IMMIGRATION GROUP LLC","ASIR","JOSEPH","PRINCETON","NJ"
"TEMP","02512693","20040086980","11/08/04 00:00:00","11/08/04 00:00:00","12/13/04 00:00:00","Denied, Temporary","01/14/05 00:00:00",2,"NY","354.377-014","Home Attendant",1,9.7200,"H",9.7200,"H","GREEN GEORGE","MT VERNON","NY","GREEN","GEORGE","BAJAJ AND ASSOCS","BAJAJ","SARBJIT","NY","NY"
"TEMP","01342874",,"12/07/04 00:00:00","12/07/04 00:00:00","01/07/05 00:00:00","Certified, Temporary","01/14/05 00:00:00",1,"NH","311.477-030","Waiter/Waitress, Informal",6,7.4800,"H",7.4800,"H","The Naswa Resort","Laconia","NH","Makris","Cynthia","Seasonal Employment Solutions","Kelley","Linda","Center Harbor","NH"
"TEMP","01342896","200403578","11/22/04 00:00:00","01/06/05 00:00:00","01/11/05 00:00:00","Certified, Temporary","01/14/05 00:00:00",1,"MA","999.472-061","Construction Laborers",5,12.7600,"H",11.5900,"H","Sperry Tents of Nantucket","Nantucket","MA","Grennan","Alan","Antioch Associates USA, Inc.","Zimmerman","Jane","S. Dennis","MA"
"TEMP","01342872",,"12/07/04 00:00:00","12/07/04 00:00:00","01/07/05 00:00:00","Certified, Temporary","01/14/05 00:00:00",1,"NH","318.687-010","Kitchen Helper",6,7.7800,"H",7.7800,"H","The Naswa Resort","Laconia","NH","Makris","Cynthia","Seasonal Employment Solutions","Kelley","Linda","Center Harbor","NH"
"TEMP","01342858","200403547","11/17/04 00:00:00","11/17/04 00:00:00","01/06/05 00:00:00","Certified, Temporary","01/14/05 00:00:00",1,"MA","999.412-031","Retail Salespersons",3,11.3400,"H",11.3400,"H","Glidden's Island Seafood","Nantucket","MA","Glidden","David","Antioch Associates U.S.A.","Zimmerman","Jane","S. Dennis","MA"
"TEMP","02513009","200411120003","11/12/04 00:00:00","11/12/04 00:00:00","12/30/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",2,"NJ","317.687-010","Cook Helper",12,6.2300,"H",13457.6000,"A","THE BOATHOUSE RESTAURANT","BEACH HAVEN","NJ","BALDINO","ANTHONY","LABOR CONSULTANTS INTERNATIONAL","MUILENBURG","GINNY","POST FALLS","ID"
"TEMP","01342859","200403541","11/17/04 00:00:00","11/17/04 00:00:00","01/06/05 00:00:00","Certified, Temporary","01/14/05 00:00:00",1,"MA","999.372-012","Maids and Housekeeping Cleaners",10,9.7100,"H",9.7100,"H","Wesley Hotel","Oak Bluffs","MA","Martell","Peter","Antioch Associates U.S.A.","Zimmerman","Jane","S. Dennis","MA"
"TEMP","01342863","200403390","11/15/04 00:00:00","11/15/04 00:00:00","01/06/05 00:00:00","Certified, Temporary","01/14/05 00:00:00",1,"MA","999.372-012","Maids and Housekeeping Cleaners",13,9.7100,"H",9.7100,"H","Cape Town & Country Motor Lodge LLC","W. Yarmouth","MA","Swartz","Jeffrey","Merson & Lee, PC","Lee","Matthew","Centerville","MA"
"TEMP","01342865","200403586","11/22/04 00:00:00","11/22/04 00:00:00","01/06/05 00:00:00","Certified, Temporary","01/14/05 00:00:00",1,"MA","999.359-011","Dining Room and Cafeteria Attendants and Bartender",5,7.1300,"H",7.2000,"H","International House of Pancakes","Bourne","MA","Bueller","Karl","George Stillson , Immigration Consultant","Stillson","George","Hyannis","MA"
"TEMP","01342580","200402991","10/26/04 00:00:00","12/22/04 00:00:00","12/29/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",1,"MA","999.537-062","Laborers and Freight, Stock, and Material Movers,",78,13.9700,"H",13.9700,"H","Spike Inc., DBA Olympic Moving and Storage","Watertown","MA","Gilmartin","Paul","Paul T. Shane, Attorney at Law","Shane","Paul","Newton","MA"
"TEMP","02512726","200411090007","11/09/04 00:00:00","11/09/04 00:00:00","12/15/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",2,"NJ","408.687-014","Laborer, Landscape",29,9.0000,"H",18116.8000,"A","CAMARON LANDSCAPING INC","NEWARK","NJ","OROZCO","CHRISTIAN","H2B SOLUTIONS INC","RAMIREZ","LUISA","DOVER","NJ"
"TEMP","01342850",,"11/15/04 00:00:00","11/15/04 00:00:00","01/06/05 00:00:00","Certified, Temporary","01/14/05 00:00:00",1,"MA","999.412-031","Retail Salespersons",5,11.3400,"H",11.3400,"H","Wayside Gallery, Inc.","Chatham","MA","McKernan","Janet","Law Offices of Matthew Lee, P.C.","Lee","Matthew","Centerville","MA"
"TEMP","02512612","20040085100","10/29/04 00:00:00","10/29/04 00:00:00","12/09/04 00:00:00","Denied, Temporary","01/14/05 00:00:00",2,"NY","620.684-014","Automobile Mechanic Helper",6,8.0000,"H",7.3900,"H","PHILS GARAGE INC","MONTAUK","NY","MARCOTRIGIANO","PHILIP","A & D INTERNATIONAL","A & D INTERNATIONAL",,"UNION DALE","NY"
"TEMP","02513006","200411170011","11/17/04 00:00:00","11/17/04 00:00:00","12/30/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",2,"NJ","405.687-014","Horticultural Worker II",20,8.1000,"H",12854.4000,"H","EAST COAST SOD & SEED LLC","PILESGROVE","NJ","GIORDANO","DAVID","MICHAEL S HENRY","HENRY","MICHAEL","PHILADELPHIA","PA"
"TEMP","01342873",,"12/07/04 00:00:00","12/07/04 00:00:00","01/07/05 00:00:00","Certified, Temporary","01/14/05 00:00:00",1,"NH","323.687-014","Cleaner, Housekeeping",10,9.0400,"H",9.0400,"H","The Naswa Resort","Laconia","NH","Makris","Cynthia","Seasonal Employment Solutions","Kelley","Linda","Center Harbor","NH"
"TEMP","01342919","200403558","11/17/04 00:00:00","11/17/04 00:00:00","01/11/05 00:00:00","Certified, Temporary","01/14/05 00:00:00",1,"MA","999.472-053","Terrazzo Workers and Finishers",37,14.3100,"H",14.3100,"H","Triad Associates Inc.","Haverhill","MA","Merck","John","Foley Hoag LLP","Rogers","Punam","Boston","MA"
"TEMP","01342918","200403559","11/17/04 00:00:00","11/17/04 00:00:00","01/11/05 00:00:00","Certified, Temporary","01/14/05 00:00:00",1,"MA","999.474-091","Segmental Pavers",34,12.9900,"H",12.9900,"H","Triad Associates Inc.","Haverhill","MA","Merck","John","Foley Hoag LLP","Rogers","Punam","Boston","MA"
"TEMP","01342853",,"11/16/04 00:00:00","11/16/04 00:00:00","01/06/05 00:00:00","Certified, Temporary","01/14/05 00:00:00",1,"MA","999.359-021","Dishwashers",1,8.8200,"H",8.8200,"H","Snarky Inc., DBA Barbyann's","Hyannis","MA","Cunningham","John","Robert L Gammell","Gammell","Robert","Hyannis","MA"
"TEMP","03413370",,"11/15/04 00:00:00","11/15/04 00:00:00","12/21/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",3,"PA","408.687-014","Laborer, Landscape",10,7.5500,"H",7.9000,"H","D G S Landscaping Co.","Upland","PA","Zang","Gary","International Labor Management Corporation","Eury","Stan","Vass","NC"
"TEMP","03413371",,"11/17/04 00:00:00","11/17/04 00:00:00","12/21/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",3,"DE","323.687-014","Cleaner, Housekeeping",5,7.1000,"H",7.2300,"H","The  Oceanus Mote","Rehoboth","DE","Moore","Bob","Veronica Strickland","STRICKLAND","V.","Dallas","TX"
"TEMP","03413116",,"11/12/04 00:00:00","11/12/04 00:00:00","12/06/04 00:00:00","Denied, Temporary","01/14/05 00:00:00",3,"VA","860.381-022","Carpenter",15,15.0000,"H",13.2100,"H","Condustrial, Inc.","Greenbille","SC","Houchin","Chester","LAHORE FOUNDATION, INC.","SALEEM","MUHAMMAD","ROCKVILLE","MD"
"TEMP","03413372",,"11/16/04 00:00:00","11/16/04 00:00:00","12/21/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",3,"VA","323.687-014","Cleaner, Housekeeping",42,7.0000,"H",6.1700,"H","FMI Services Group, Inc.","Williamsburg","VA","Willis","David","Amigos Labor Solutions, Inc.","Wingfield","Robert","Dallas","TX"
"TEMP","03413389",,"11/29/04 00:00:00","12/20/04 00:00:00","12/22/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",3,"PA","408.687-014","Laborer, Landscape",11,7.1300,"H",7.1300,"H","Hively Farm & Nursery, Inc.","Dover (York)","PA","Hively","Barbara","Amigos Labor Solutions, Inc.","Wingfield","Robert","Dallas","TX"
"TEMP","03413388",,"11/15/04 00:00:00","11/15/04 00:00:00","12/22/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",3,"VA","323.687-014","Cleaner, Housekeeping",45,8.5300,"H",7.4100,"H","Colonial WIlliamsburg Company","Williamsburg","VA","Evans","Elaine","Veronica Strickland","STRICKLAND","V.","Dallas","TX"
"TEMP","03413387",,"11/15/04 00:00:00","11/15/04 00:00:00","12/22/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",3,"VA","238.367-038","Hotel Clerk",6,9.4500,"H",8.1000,"H","Colonial WIlliamsburg Company","Williamsburg","VA","Evans","Elaine","Veronica Strickland","STRICKLAND","V.","Dallas","TX"
"TEMP","03413105",,"11/12/04 00:00:00","11/12/04 00:00:00","12/06/04 00:00:00","Denied, Temporary","01/14/05 00:00:00",3,"VA","824.261-010","Electrician",20,15.0000,"H",13.8600,"H","Condustrial, Inc.","Greenbille","SC","Houchin","Chester","LAHORE FOUNDATION, INC.","SALEEM","MUHAMMAD","ROCKVILLE","MD"
"TEMP","03413180",,"11/17/04 00:00:00","11/17/04 00:00:00","12/14/04 00:00:00","Remand Issued to Employer","01/14/05 00:00:00",3,"VA","408.181-010","Tree Surgeon",1,15.5400,"H",15.5400,"H","Bailey's Tree Service and Landscaping","Rixeyville","VA","Bailey","Bobby","Gerardo E. (Jerry) Aguilar, Agent","Aguilar","Gerardo","Fredericksburg","VA"
"TEMP","03413163",,"11/08/04 00:00:00","11/08/04 00:00:00","12/10/04 00:00:00","Denied, Temporary","01/14/05 00:00:00",3,"MD","869.664-014","Construction Worker I",20,8.6200,"H",7.7700,"H","Art Wood Inc.","Whiteford","MD","Wood","Brian","Law Office of Kevin Kowitz","Kowitz","Kevin","Gaithersburg","MD"
"TEMP","03413341",,"10/25/04 00:00:00","10/25/04 00:00:00","12/20/04 00:00:00","Denied, Temporary","01/14/05 00:00:00",3,"MD","318.687-010","Kitchen Helper",7,6.2100,"H",6.2800,"H","Fresco's Restaurant","Ocean City","MD","Tomasello","Piano","Law Office of Klaudia Hall","HALL","Klaudia","Ocean City","MD"
"TEMP","03413351",,"11/22/04 00:00:00","11/22/04 00:00:00","12/21/04 00:00:00","Denied, Temporary","01/14/05 00:00:00",3,"VA","782.381-014","Oriental Rug Repairer",1,13.0700,"H",13.5600,"H","Blue Sky Antique Center, Inc.","Manassas","VA","Farchtchi","Ali Reza","Viles Law Firm","Viles","Peter","Houston","TX"
"TEMP","03413328",,"11/17/04 00:00:00","11/17/04 00:00:00","12/17/04 00:00:00","Denied, Temporary","01/14/05 00:00:00",3,"PA","840.381-010","Painter",5,12.9000,"H",12.9000,"H","M & M Painters, Inc.","Downingtown","PA","McKeon","John","International Personnel Resources","Glah","Michael","West Chester","PA"
"TEMP","03413176",,"10/27/04 00:00:00","10/27/04 00:00:00","12/13/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",3,"DE","408.687-014","Laborer, Landscape",9,8.5000,"H",8.1900,"H","Lawnworks, Inc.","Newark","DE","Hobbs, III","William","International Personnel Resources","Glah","Michael","West Chester","PA"
"TEMP","03413201",,"10/27/04 00:00:00","10/27/04 00:00:00","12/13/04 00:00:00","Certified, Temporary","01/14/05 00:00:00",3,"DE","408.687-014","Laborer, Landscape",5,8.5000,"H",8.1900,"H","B & B Lawn Care, Inc.","New Castle","DE","Redman","Walter","International Personnel Resources","Glah","Michael","West Chester","PA"
