Case_Type,Case_Num,State_Case_Num,Rec_Local_Office,Rec_State_Office,Rec_Regional_Office,Last_Sig_Event,Last_Event_Date,Region_ID,Work_State,OCC_Code,OCC_Title,Num_Aliens,Salary,Unit_of_Pay,Prevail_Wage,Unit_of_Pay_Prev,Emp_Name,Emp_City,Emp_State,Contact_Last,Contact_First,Att_Firm_Name,Att_Last,Att_First,Att_City,Att_State
"TEMP","06357712","ACLA0804-018-01","08/06/04 00:00:00","09/13/04 00:00:00","09/17/04 00:00:00","Certified, Temporary","10/08/04 00:00:00",6,"LA","529.685-214","Shellfish Processing Machine Tender",25,5.1500,"H",5.4000,"H","CJ'S SEAFOOD","BREAUX BRIDGE","LA","LEBLANC","MICHAEL","KELLY COUCH","COUCH","KELLY","NEW ROADS","LA"
"TEMP","06357713","ACLA0804-043-01","08/18/04 00:00:00","09/13/04 00:00:00","09/17/04 00:00:00","Certified, Temporary","10/08/04 00:00:00",6,"LA","381.687-018","Cleaner, Industrial",20,5.9900,"H",6.0900,"H","MAMOU RICE DRIER AND WAREHOUSE, INC.","MAMOU","LA","AGUILLARD","KENT","KELLY COUCH","COUCH","KELLY","NEW ROADS","LA"
"TEMP","06357711","2352102","08/18/04 00:00:00","09/08/04 00:00:00","09/17/04 00:00:00","Denied, Temporary","10/08/04 00:00:00",6,"WY","323.687-014","Cleaner, Housekeeping",22,7.0000,"H",6.2300,"H","AMANGANI","JACKSON","WY","BYRUM","STEPHEN","Global Resources, Inc.","Rowe","Michaelene","Rupert","ID"
"TEMP","06357710","2352109","08/17/04 00:00:00","09/08/04 00:00:00","09/17/04 00:00:00","Certified, Temporary","10/08/04 00:00:00",6,"WY","323.687-014","Cleaner, Housekeeping",9,7.7500,"H",6.2300,"H","ANGLERS INN","JACKSON","WY","KAY-ASLIN","KRISTINA","Global Resources, Inc.","Rowe","Michaelene","Rupert","ID"
"TEMP","06357709","ACLA0804-037-01","08/16/04 00:00:00","09/14/04 00:00:00","09/17/04 00:00:00","Certified, Temporary","10/08/04 00:00:00",6,"LA","529.686-014","Cannery Worker",55,5.1500,"H",5.4000,"H","AQUA FARMS CRAWFISH, INC.","EUNICE","LA","LEJEUNE","BRENNON","KELLY COUCH","COUCH","KELLY","NEW ROADS","LA"
"TEMP","09595030","197244","09/10/04 00:00:00","09/10/04 00:00:00","10/06/04 00:00:00","Certified, Temporary","10/08/04 00:00:00",9,"CA","999.251-194","Vocational Education Teachers Postsecondary",1,26.4400,"H",14.9500,"H","CINNAMON WORKS","ANAHEIM HILLS","CA","SOMAIAH","POOVAMMA","SWANSON & SWANSON","SWANSON","STEVEN","MARINA DEL REY","CA"
"TEMP","04420150",,"09/02/04 00:00:00","09/02/04 00:00:00","09/29/04 00:00:00","Certified, Temporary","10/08/04 00:00:00",4,"MS","452.687-010","Forest Worker",50,8.4200,"H",8.4200,"H","UNION FORESTRY LABOR","ACKERMAN","MS","RAMIREZ-LEON","ROMAN","LABOR CONSULTANTS INTERNATIONAL, LTD.","JOHNSON","JANAIRA","POST FALLS","ID"
"TEMP","04420164","2004080327","08/26/04 00:00:00","08/26/04 00:00:00","09/30/04 00:00:00","Certified, Temporary","10/08/04 00:00:00",4,"NC","359.677-018","Nursery School Attendant",1,10.0000,"H",6.3200,"H","THE GREENSBORO MONTESSORI SCHOOL","GREENSBORO","NC","BRAINARD","FRANK","IMMIGRATION LAW CENTER","MCKINNEY","JEREMY","GREENSBORO","NC"
"TEMP","06357730","0564721","08/23/04 00:00:00","09/20/04 00:00:00","09/27/04 00:00:00","Certified, Temporary","10/13/04 00:00:00",6,"MT","323.687-014","Cleaner, Housekeeping",2,7.5000,"H",6.9600,"H","BOZEMAN COMFORT INN","BOZEMAN","MT","ASH","ANDREW","Global Resources, Inc.","Rowe","Michaelene","Rupert","ID"
"TEMP","06357736","2352160","08/18/04 00:00:00","09/17/04 00:00:00","09/28/04 00:00:00","Certified, Temporary","10/13/04 00:00:00",6,"WY","323.687-014","Cleaner, Housekeeping",11,7.3600,"H",6.2300,"H","WORT HOTEL","JACKSON","WY","DAVIS","CRAIG","Anderson & Associates","Hardin","Ian","Aurora","CO"
"TEMP","06357740","2352146","08/17/04 00:00:00","09/17/04 00:00:00","09/28/04 00:00:00","Certified, Temporary","10/13/04 00:00:00",6,"WY","382.664-010","Janitor",5,7.3900,"H",7.7000,"H","Painted Buffalo Inn","Jackson Hole","WY","Rossberg","Ron","Alcala Law Firm, PC","Alcala","James","Salt Lake City","UT"
"TEMP","06357739","50104-01","08/18/04 00:00:00","09/17/04 00:00:00","09/28/04 00:00:00","Denied, Temporary","10/13/04 00:00:00",6,"AR","904.383-010","Tractor Trailer Truck Driver",25,10.0000,"H",8.9300,"H","LDA Leasing, Inc.","Stuttgart","AR","Atkinson","Larry","Gary J. Barrett","Barrett","Gary","Stuttgart","AR"
"TEMP","06357738","2352165","08/18/04 00:00:00","09/17/04 00:00:00","09/28/04 00:00:00","Certified, Temporary","10/13/04 00:00:00",6,"WY","311.677-018","Dining Room Attendant",9,6.1400,"H",6.1400,"H","WORT HOTEL","JACKSON","WY","DAVIS","WAYNE","Anderson & Associates","Hardin","Ian","Aurora","CO"
"TEMP","06357737","2352161","08/18/04 00:00:00","09/17/04 00:00:00","09/28/04 00:00:00","Certified, Temporary","10/13/04 00:00:00",6,"WY","318.687-010","Kitchen Helper",9,10.0000,"H",6.6600,"H","WORT HOTEL","JACKSON","WY","DAVIS","WAYNE","Anderson & Associates","Hardin","Ian","Aurora","CO"
"TEMP","06357733","2352090","08/18/04 00:00:00","09/17/04 00:00:00","09/28/04 00:00:00","Certified, Temporary","10/13/04 00:00:00",6,"WY","318.687-010","Kitchen Helper",3,10.0000,"H",6.6600,"H","TETON PINES RESORT","WILSON","WY","BURNS","GWEN","Global Resources, Inc.","Rowe","Michaelene","Rupert","ID"
"TEMP","06357731","ACLA0804-038-01","08/16/04 00:00:00","09/23/04 00:00:00","09/28/04 00:00:00","Certified, Temporary","10/13/04 00:00:00",6,"LA","529.686-014","Cannery Worker",35,5.1500,"H",7.0000,"H","CHEZ FRANCOIS SEAFOOD","LAFAYETTE","LA","LEGER","ANDRE'","KELLY COUCH","COUCH","KELLY","NEW ROADS","LA"
"TEMP","06357729","0564723","08/23/04 00:00:00","09/20/04 00:00:00","09/24/04 00:00:00","Certified, Temporary","10/13/04 00:00:00",6,"MT","323.687-014","Cleaner, Housekeeping",6,6.9600,"H",6.9600,"H","DAYS INN","WEST YELLOWSTONE","MT","KELLEY","BROCK","Global Resources, Inc.","Rowe","Michaelene","Rupert","ID"
"TEMP","09595047","197260","09/15/04 00:00:00","09/15/04 00:00:00","10/08/04 00:00:00","Denied, Temporary","10/13/04 00:00:00",9,"CA","999.399-011","Child Care Workers",1,9.6400,"H",9.6400,"H","ERNEST EUGENE JIMENEZ","SACRAMENTO","CA","JIMENEZ","ERNEST EUGENE","THE MARTINEZ-SENFTNER LAW FIRM, PC","MARTINEZ-SENFTNER","GLORIA","ROSEVILLE","CA"
"TEMP","06357753","000000098684","08/27/04 00:00:00","09/27/04 00:00:00","09/29/04 00:00:00","Certified, Temporary","10/13/04 00:00:00",6,"TX","187.161-010","Executive Chef",1,22.8400,"H",24.0400,"H","Ali Baba's Bar-B-Q & Grill","Houston","TX","Iqbal","Mahmood","GARRETT M WHITE","WHITE","GARRETT","HOUSTON","TX"
"TEMP","06357741","2352144","08/17/04 00:00:00","09/17/04 00:00:00","09/28/04 00:00:00","Certified, Temporary","10/13/04 00:00:00",6,"WY","323.687-014","Cleaner, Housekeeping",20,6.2300,"H",6.2300,"H","Painted Buffalo Inn","Jackson Hole","WY","Rossberg","Ron","Alcala Law Firm, PC","Alcala","James","Salt Lake City","UT"
"TEMP","06357732","2352095","08/18/04 00:00:00","09/17/04 00:00:00","09/28/04 00:00:00","Certified, Temporary","10/13/04 00:00:00",6,"WY","382.664-010","Janitor",1,10.0000,"H",7.7000,"H","TETON PINES RESORT","WILSON","WY","BURNS","GWEN","Global Resources, Inc.","Rowe","Michaelene","Rupert","ID"
"TEMP","09595102","2130","09/15/04 00:00:00","09/15/04 00:00:00","10/13/04 00:00:00","Received Regional Office","10/13/04 00:00:00",9,"AK","525.134-010","Supervisor, Fish Processing",1,28.8100,"H",30.3200,"H","TOKYO SEAFOODS U.S.A. INC","SEATTLE","WA","OIKAWA","TAKAHIRO","GARVEY SCHUBERT BARER","RODGERS","GREGG","SEATTLE","WA"
"TEMP","02510922","20040080160","09/23/04 00:00:00","09/23/04 00:00:00","09/30/04 00:00:00","Certified, Temporary","10/13/04 00:00:00",2,"NY","969.687-010","Circus Laborer",15,250.0000,"W",250.0000,"W","CARROUSEL AMUSEMENTS INC","OCALA","FL","PARKS","MICHEAL","JOE A NICHOLS","NICHOLS","JOE","SANFORD","FL"
"TEMP","02510924","20040080180","09/23/04 00:00:00","09/23/04 00:00:00","09/30/04 00:00:00","Certified, Temporary","10/13/04 00:00:00",2,"NY","969.687-010","Circus Laborer",75,300.0000,"W",250.0000,"W","SMOKEY'S GREATER SHOWS INC","SARASOTA","FL","GILMORE","GEORGE","JKJ Consulting Co., Inc.","Judkins","James","Hugo","OK"
"TEMP","02510796","20040073720","08/18/04 00:00:00","08/18/04 00:00:00","09/28/04 00:00:00","Denied, Temporary","10/13/04 00:00:00",2,"NY","520.387-010","Blender",1,17.1800,"H",17.1800,"H","MARTINEZ HAND ROLLED CIGARS","NEW YORK","NY","MARTINEZ","JESUS","Bretz & Coven,, LLP","Qiu","Oliver","New York","NY"
"TEMP","02510921","20040080170","09/23/04 00:00:00","09/23/04 00:00:00","09/30/04 00:00:00","Certified, Temporary","10/13/04 00:00:00",2,"NY","969.687-010","Circus Laborer",50,275.0000,"W",250.0000,"W","E J AMUSEMENTS OF NH INC","SEABROOK","NH","DEAN","EUGENE","JOE A NICHOLS","NICHOLS","JOE","SANFORD","FL"
"TEMP","02510923","20040079480","09/21/04 00:00:00","09/21/04 00:00:00","09/30/04 00:00:00","Certified, Temporary","10/13/04 00:00:00",2,"NY","969.687-010","Circus Laborer",125,300.0000,"W",250.0000,"W","Wade Shows Inc","Springhill","FL","Zaitshik","Frank","JKJ Consulting Co., Inc.","Judkins","James","Hugo","OK"
"TEMP","02510798","20040080150","09/23/04 00:00:00","09/23/04 00:00:00","09/28/04 00:00:00","Certified, Temporary","10/13/04 00:00:00",2,"NY","969.687-010","Circus Laborer",40,275.0000,"W",275.0000,"W","Belle City Amusements, Inc.","Longwood","FL","Panacek, Jr.","Charles","JOE A NICHOLS","NICHOLS","JOE","SANFORD","FL"
"TEMP","03411331",,"08/27/04 00:00:00","08/27/04 00:00:00","09/27/04 00:00:00","Denied, Temporary","10/13/04 00:00:00",3,"VA","301.677-010","Child Monitor",1,11.3700,"H",11.0200,"H","Not Available","Vienna","VA","Not Available","Not Available","Paul Shearman Allen & Associates","Allen","Paul","Washington","DC"
"TEMP","09595029","197035","09/09/04 00:00:00","09/09/04 00:00:00","10/06/04 00:00:00","Certified, Temporary","10/14/04 00:00:00",9,"CA","999.399-011","Child Care Workers",1,7.7500,"H",7.5100,"H","SHAWKI SAEED MOHAISEN","SAN DIEGO","CA","SAEED MOHAISEN","SHAWKI","KHALIL AHMAD ATTORNEY AT LAW","AHMAD","KHALIL","SOLANA BEACH","CA"
"TEMP","09595098","197951","09/27/04 00:00:00","09/27/04 00:00:00","10/13/04 00:00:00","Certified, Temporary","10/14/04 00:00:00",9,"CA","999.272-042","Musicians and Singers",9,65.0000,"H",54.0000,"H","B.B. RECORDS & PROMOTIONS","PACOIMA","CA","BLANCO R","BENJAMIN","MICHAEL M. FELIX","FELIX","MICHAEL","SANTA FE SPRINGS","CA"
"TEMP","09595097","197954","09/27/04 00:00:00","09/27/04 00:00:00","10/13/04 00:00:00","Certified, Temporary","10/14/04 00:00:00",9,"CA","999.272-042","Musicians and Singers",10,65.0000,"H",54.0000,"H","PALOMINOS PRODUCTIONS LLC","SUN VALLEY","CA","PALOMINO","JAQUELINE","MICHAEL M. FELIX","FELIX","MICHAEL","SANTA FE SPRINGS","CA"
"TEMP","09595095","197953","09/27/04 00:00:00","09/27/04 00:00:00","10/13/04 00:00:00","Certified, Temporary","10/14/04 00:00:00",9,"CA","999.272-042","Musicians and Singers",9,65.0000,"H",54.0000,"H","MARVIZ MUSIC","PHOENIX","AZ","VIZCARRA","MARTIN","MICHAEL M. FELIX","FELIX","MICHAEL","SANTA FE SPRINGS","CA"
"TEMP","09595092","197955","09/27/04 00:00:00","09/27/04 00:00:00","10/13/04 00:00:00","Certified, Temporary","10/14/04 00:00:00",9,"CA","999.272-042","Musicians and Singers",2,65.0000,"H",54.0000,"H","FUERZA RECORDS","LOS ANGELES","CA","GARCIA","EZEQUIEL","MICHAEL M. FELIX","FELIX","MICHAEL","SANTA FE SPRINGS","CA"
"TEMP","10244373","2124","08/04/04 00:00:00","08/04/04 00:00:00","09/21/04 00:00:00","Certified, Temporary","10/14/04 00:00:00",10,"AK","638.281-014","Maintenance Mechanic",6,15.5000,"H",15.1000,"H","Trident Seafoods (Asia), Inc.","Seattle","WA","Johnson","Brad","Law Offices of Jacqueline A. Wood","Wood","Jacqueline","Bainbridge Island","WA"
"TEMP","10244374","2127","08/17/04 00:00:00","08/17/04 00:00:00","09/28/04 00:00:00","Certified, Temporary","10/14/04 00:00:00",10,"AK","522.384-010","Fish Roe Technician",12,11.0000,"H",10.1200,"H","American Seafoods Company LLC","Seattle","WA","Draves","Richard","Ryan, Swanson and Cleveland PLLC","Cheetham","Janet","Seattle","WA"
"TEMP","01341233","20050007","08/18/04 00:00:00","08/18/04 00:00:00","10/01/04 00:00:00","Certified, Temporary","10/14/04 00:00:00",1,"CT","381.137-010","Supervisor, Janitorial Services",1,11.4200,"H",12.0200,"H","Facilities Services Group Inc.","Farmington","CT","Gales","Edward","Law Offices of Annette Brigsted","Brigsted","Annette","Hartford","CT"
"TEMP","02510968","20040076770","09/07/04 00:00:00","09/07/04 00:00:00","10/01/04 00:00:00","Certified, Temporary","10/14/04 00:00:00",2,"NY","639.281-022","Medical Equipment Repairer",1,16.5100,"H",16.5100,"H","SOUTHAMPTON FRESH AIR HOME","SOUTHAMPTON","NY","MINDER","KATHLEEN","Mitchell C. Zwaik","Zwaik","Mitchell","Bohemia","NY"
"TEMP","01341234",,"08/17/04 00:00:00","08/17/04 00:00:00","10/01/04 00:00:00","Certified, Temporary","10/14/04 00:00:00",1,"VT","323.687-014","Cleaner, Housekeeping",20,8.5000,"H",8.5000,"H","Smuggler's Notch Resort","Jeffersonville","VT","Boyer","Patta","Antioch Associates U.S.A.","Zimmerman","Jane","S. Dennis","MA"
"TEMP","01341432","20050009","08/19/04 00:00:00","08/19/04 00:00:00","10/14/04 00:00:00","Certified, Temporary","10/14/04 00:00:00",1,"CT","313.361-030","Cook, Specialty, Foreign Food",1,11.8700,"H",11.8700,"H","Nick's Country Kitchen","Bethlehem","CT","Papanicolaou","Nicholas","Law Offices of Annette Brigsted","Brigsted","Annette","Hartford","CT"
"TEMP","01341431","20040179","08/03/04 00:00:00","08/03/04 00:00:00","10/14/04 00:00:00","Certified, Temporary","10/14/04 00:00:00",1,"CT","669.380-014","Machinist, Wood",1,20.7600,"H",20.7600,"H","M & A Construction","Norwalk","CT","Niedzwiecki","Adam","Law Offices of Annette Brigsted","Brigsted","Annette","Hartford","CT"
"TEMP","01341430",,"09/08/04 00:00:00","09/08/04 00:00:00","10/14/04 00:00:00","Certified, Temporary","10/14/04 00:00:00",1,"VT","323.687-014","Cleaner, Housekeeping",4,8.5000,"H",8.5000,"H","Mountain Inn /Santa Fe","Killington","VT","Hall","Jeremiah","Robert Laltoo","Laltoo","Robert","Cape Neddick","ME"
"TEMP","02510925","200408180001","08/18/04 00:00:00","08/18/04 00:00:00","09/30/04 00:00:00","Certified, Temporary","10/14/04 00:00:00",2,"NJ","406.684-014","Groundskeeper, Industrial Commercial",9,12.2100,"H",25396.8000,"A","N & L PROPERTY MAINTENANCE LLC","COLUMBUS","NJ","BAILEY","KAREN","FEDERATION OF EMPLOYERS & WORKERS","EVANS","SCOTT","Bay City","TX"
"TEMP","01341231","20050001","08/06/04 00:00:00","08/06/04 00:00:00","10/04/04 00:00:00","Denied, Temporary","10/14/04 00:00:00",1,"CT","169.167-010","Administrative Assistant",1,14.5000,"H",14.4900,"H","Ron Johnson Sports","Hartford","CT","Johnson","Ron","Law Office of Anthony D. Collins, P.C.","Martin","Nancy","Hartford","CT"
"TEMP","02510967","20040076420","09/02/04 00:00:00","09/02/04 00:00:00","10/01/04 00:00:00","Denied, Temporary","10/14/04 00:00:00",2,"NY","324.677-010","Bellhop",15,6.4000,"H",6.4000,"H","ATLANTIC TERRACE","MONTAUK","NY","HAYARI","KATIE","JAMES P HUANG ESQ","HUANG","JAMES","NEW YORK","NY"
"TEMP","01341232","20050008","08/18/04 00:00:00","08/18/04 00:00:00","10/04/04 00:00:00","Certified, Temporary","10/14/04 00:00:00",1,"CT","309.677-010","Companion",1,11.3000,"H",11.8700,"H","Not Available","Southington","CT","Not Available","Not Available","Law Offices of Annette Brigsted","Brigsted","Annette","Hartford","CT"
"TEMP","04420319",,"06/14/04 00:00:00","06/14/04 00:00:00","10/07/04 00:00:00","Certified, Temporary","10/14/04 00:00:00",4,"MS","806.381-046","Shipfitter",50,31000.0000,"A",23878.0000,"A","NAKIMBRO USA , INC.","GAUTIER","MS","BASSIER","JOEL","FRAGOMEN, DEL REY, BERNSEN & LOEWY, P.C.","GOOSEN","FREDERICK","CORAL GABLES","FL"
"TEMP","04420317",,"06/14/04 00:00:00","06/14/04 00:00:00","10/07/04 00:00:00","Certified, Temporary","10/14/04 00:00:00",4,"MS","819.361-010","Welder Fitter",198,31000.0000,"A",29037.0000,"A","NAKIMBRO USA , INC.","GAUTIER","MS","BASSIER","JOEL","FRAGOMEN, DEL REY, BERNSEN & LOEWY, P.C.","GOOSEN","FREDERICK","CORAL GABLES","FL"
"TEMP","04420318",,"06/14/04 00:00:00","06/14/04 00:00:00","10/07/04 00:00:00","Certified, Temporary","10/14/04 00:00:00",4,"MS","862.261-010","Pipe Fitter",50,31000.0000,"A",23878.0000,"A","NAKIMBRO USA , INC.","GAUTIER","MS","BASSIER","JOEL","FRAGOMEN, DEL REY, BERNSEN & LOEWY, P.C.","GOOSEN","FREDERICK","CORAL GABLES","FL"
"TEMP","06357761","04-1393","08/24/04 00:00:00","09/28/04 00:00:00","09/30/04 00:00:00","Certified, Temporary","10/15/04 00:00:00",6,"CO","295.357-014","Tool And Equipment Rental Clerk",3,7.4900,"H",6.1300,"H","CRESTED BUTTE  LLC","CRESTED BUTTE","CO","CRUMPTON","ELAINE","McNamara Firm, L.P.","McNamara","John","Austin","TX"
"TEMP","06357760","04-1362","08/24/04 00:00:00","09/28/04 00:00:00","09/30/04 00:00:00","Certified, Temporary","10/15/04 00:00:00",6,"CO","323.687-014","Cleaner, Housekeeping",40,8.2500,"H",7.9700,"H","Durango Mountain Resort","Durango","CO","Rock","Bill","Antioch Associates USA, Inc.","Zimmerman","Jane","South Dennis","MA"
"TEMP","06357759","04-1363","08/24/04 00:00:00","09/28/04 00:00:00","09/30/04 00:00:00","Certified, Temporary","10/15/04 00:00:00",6,"CO","311.677-018","Dining Room Attendant",14,7.2800,"H",6.0800,"H","CRESTED BUTTE  LLC","CRESTED BUTTE","CO","CRUMPTON","ELAINE","McNamara Firm, L.P.","McNamara","John","Austin","TX"
"TEMP","06357758","2352101","08/18/04 00:00:00","09/17/04 00:00:00","09/29/04 00:00:00","Certified, Temporary","10/15/04 00:00:00",6,"WY","323.687-014","Cleaner, Housekeeping",10,11.0000,"H",6.2300,"H","SUPER 8 MOTEL","JACKSON","WY","ERICKSON","PATSY","Global Resources, Inc.","Rowe","Michaelene","Rupert","ID"
"TEMP","06357757","2352104","08/18/04 00:00:00","09/17/04 00:00:00","09/29/04 00:00:00","Certified, Temporary","10/15/04 00:00:00",6,"WY","318.687-010","Kitchen Helper",1,10.0000,"H",6.6600,"H","HANGAR CANTINA","JACKSON","WY","REISBECK","MICHELLE","Global Resources, Inc.","Rowe","Michaelene","Rupert","ID"
"TEMP","06357756","2353131","09/03/04 00:00:00","09/17/04 00:00:00","09/29/04 00:00:00","Certified, Temporary","10/15/04 00:00:00",6,"WY","318.687-010","Kitchen Helper",3,6.6600,"H",6.6600,"H","Route 89 Smokehouse Diner","Jackson","WY","Rodvik","Deborah","Global Resources, Inc.","Rowe","Michaelene","Rupert","ID"
"TEMP","06357746","000000099078","09/15/04 00:00:00","09/27/04 00:00:00","09/29/04 00:00:00","Certified, Temporary","10/15/04 00:00:00",6,"TX","969.687-010","Circus Laborer",150,7.3100,"H",6.7000,"H","RAY CAMMACK SHOWS INC (UNIT #1)","HUGO","OK","ASHCRAFT","MIKE","JKJ Workforce Agency, Inc.","Judkins","James","Hugo","OK"
"TEMP","06357745","000000099079","09/15/04 00:00:00","09/27/04 00:00:00","09/29/04 00:00:00","Certified, Temporary","10/15/04 00:00:00",6,"TX","969.687-010","Circus Laborer",150,7.3100,"H",6.7000,"H","RAY CAMMACK SHOWS INC (UNIT #2)","HUGO","OK","ASHCRAFT","MIKE","JKJ Workforce Agency, Inc.","Judkins","James","Hugo","OK"
"TEMP","06357742","000000098554","08/23/04 00:00:00","09/24/04 00:00:00","09/29/04 00:00:00","Certified, Temporary","10/15/04 00:00:00",6,"TX","869.687-026","Construction Worker II",8,7.5700,"H",7.5700,"H","WORK SOLUTIONS","AUSTIN","TX","MILLER","SUZANNE","SAM HADDAD","Haddad","Sam","AUSTIN","TX"
"TEMP","06357726","000000098597","08/24/04 00:00:00","09/17/04 00:00:00","09/22/04 00:00:00","Certified, Temporary","10/15/04 00:00:00",6,"TX","449.667-010","Deckhand, Fishing Vessel",10,6.3500,"H",6.1800,"H","Excalibur Vessel et al","Port Lavaca","TX","Rodriguez","Jose","CONNIE L. CHAVEZ","CHAVEZ","CONNIE","BROWNSVILLE","TX"
"TEMP","06357724","04-1338","08/11/04 00:00:00","09/13/04 00:00:00","09/22/04 00:00:00","Certified, Temporary","10/15/04 00:00:00",6,"CO","406.684-014","Groundskeeper, Industrial Commercial",70,11.5000,"H",11.5000,"H","Magnum Snow Removal, Inc.","Broomfield","CO","Vargas","Vince","Labor Solutions Inc","Ahl","Katherin","Drake","CO"
"TEMP","06357725","000000098683","08/23/04 00:00:00","09/16/04 00:00:00","09/22/04 00:00:00","Certified, Temporary","10/15/04 00:00:00",6,"TX","318.687-010","Kitchen Helper",3,6.6000,"H",6.6000,"H","TRAPPERS RESTAURANT","WEST YELLOWSTONE","MT","KELLEY","BROCK","Global Resources, Inc.","Rowe","Michaelene","Rupert","ID"
"TEMP","06357744","000000098654","08/25/04 00:00:00","09/24/04 00:00:00","09/29/04 00:00:00","Certified, Temporary","10/15/04 00:00:00",6,"TX","166.227-010","Training Representative",1,25.9200,"H",25.9200,"H","American Jawa Ltd.","Harrisburg","PA","Hoey","Kristine","Ahmad Law Offices, P.C.","Ahmad","Anser","Harrisburg","PA"
"TEMP","10244372","1291431","08/16/04 00:00:00","08/16/04 00:00:00","09/20/04 00:00:00","Denied, Temporary","10/15/04 00:00:00",10,"WA","313.361-030","Cook, Specialty, Foreign Food",1,12.5700,"H",12.5700,"H","Arawan Thai Cuisine","Vancouver","WA","Varagoon","Joe","Law Offices of Li Wei","Wei","Li","Portland","OR"
"TEMP","10244371","13308","08/16/04 00:00:00","08/16/04 00:00:00","09/20/04 00:00:00","Denied, Temporary","10/15/04 00:00:00",10,"WA","313.361-030","Cook, Specialty, Foreign Food",1,12.5700,"H",12.5700,"H","Arawan Thai Cuisine","Vancouver","WA","Varagoon","Joe","Law Offices of Li Wei","Wei","Li","Portland","OR"
"TEMP","10244370","13309","08/16/04 00:00:00","08/16/04 00:00:00","09/20/04 00:00:00","Denied, Temporary","10/15/04 00:00:00",10,"WA","313.361-030","Cook, Specialty, Foreign Food",1,12.5700,"H",12.5700,"H","Arawan Thai Cuisine","Vancouver","WA","Varagoon","Joe","Law Offices of Li Wei","Wei","Li","Portland","OR"
